# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
1138          	(-5.215324e+02 4.367469e+01 4.142124e+02)	(-5.215554e+02 4.067215e+01 4.181508e+02)	(2.302026e-02 3.002546e+00 -3.938327e+00)
1139          	(-5.215428e+02 4.356557e+01 4.143498e+02)	(-5.215661e+02 4.056333e+01 4.182886e+02)	(2.323020e-02 3.002242e+00 -3.938817e+00)
1140          	(-5.215534e+02 4.341873e+01 4.144891e+02)	(-5.215768e+02 4.041679e+01 4.184284e+02)	(2.343031e-02 3.001947e+00 -3.939308e+00)
1141          	(-5.215735e+02 4.342885e+01 4.145648e+02)	(-5.215971e+02 4.042722e+01 4.185045e+02)	(2.362277e-02 3.001633e+00 -3.939759e+00)
1142          	(-5.215974e+02 4.314805e+01 4.146770e+02)	(-5.216211e+02 4.014664e+01 4.186172e+02)	(2.379482e-02 3.001410e+00 -3.940242e+00)
1143          	(-5.216152e+02 4.336244e+01 4.147551e+02)	(-5.216392e+02 4.036134e+01 4.186958e+02)	(2.396544e-02 3.001102e+00 -3.940670e+00)
1144          	(-5.216311e+02 4.351222e+01 4.147634e+02)	(-5.216552e+02 4.051141e+01 4.187045e+02)	(2.412516e-02 3.000813e+00 -3.941092e+00)
1145          	(-5.216491e+02 4.360375e+01 4.146089e+02)	(-5.216734e+02 4.060323e+01 4.185502e+02)	(2.427943e-02 3.000516e+00 -3.941387e+00)
1146          	(-5.217513e+02 4.447022e+01 4.136067e+02)	(-5.217757e+02 4.147004e+01 4.175481e+02)	(2.442045e-02 3.000182e+00 -3.941373e+00)
1147          	(-5.217767e+02 4.448687e+01 4.141159e+02)	(-5.218013e+02 4.148695e+01 4.180573e+02)	(2.454112e-02 2.999917e+00 -3.941490e+00)
1148          	(-5.217800e+02 4.445263e+01 4.142865e+02)	(-5.218046e+02 4.145296e+01 4.182282e+02)	(2.465312e-02 2.999668e+00 -3.941638e+00)
1149          	(-5.217735e+02 4.423995e+01 4.144290e+02)	(-5.217983e+02 4.124048e+01 4.183708e+02)	(2.475496e-02 2.999469e+00 -3.941846e+00)
1150          	(-5.217857e+02 4.435806e+01 4.144821e+02)	(-5.218105e+02 4.135878e+01 4.184242e+02)	(2.484792e-02 2.999285e+00 -3.942059e+00)
1151          	(-5.218041e+02 4.441483e+01 4.145311e+02)	(-5.218290e+02 4.141571e+01 4.184734e+02)	(2.493092e-02 2.999119e+00 -3.942277e+00)
1152          	(-5.218128e+02 4.439308e+01 4.146303e+02)	(-5.218378e+02 4.139412e+01 4.185728e+02)	(2.500512e-02 2.998965e+00 -3.942491e+00)
1153          	(-5.218197e+02 4.438647e+01 4.147196e+02)	(-5.218448e+02 4.138764e+01 4.186623e+02)	(2.507021e-02 2.998837e+00 -3.942712e+00)
1154          	(-5.218241e+02 4.429501e+01 4.148279e+02)	(-5.218492e+02 4.129628e+01 4.187709e+02)	(2.512665e-02 2.998727e+00 -3.942938e+00)
1155          	(-5.218373e+02 4.431855e+01 4.149154e+02)	(-5.218625e+02 4.131993e+01 4.188586e+02)	(2.517555e-02 2.998620e+00 -3.943140e+00)
1156          	(-5.218439e+02 4.420147e+01 4.150155e+02)	(-5.218691e+02 4.120292e+01 4.189588e+02)	(2.521418e-02 2.998555e+00 -3.943360e+00)
1157          	(-5.218660e+02 4.437155e+01 4.150684e+02)	(-5.218912e+02 4.137304e+01 4.190120e+02)	(2.524366e-02 2.998502e+00 -3.943560e+00)
1158          	(-5.218831e+02 4.442657e+01 4.151415e+02)	(-5.219084e+02 4.142811e+01 4.190852e+02)	(2.526395e-02 2.998461e+00 -3.943755e+00)
1159          	(-5.218953e+02 4.446405e+01 4.152223e+02)	(-5.219205e+02 4.146561e+01 4.191663e+02)	(2.527563e-02 2.998437e+00 -3.943937e+00)
1160          	(-5.219058e+02 4.447799e+01 4.153213e+02)	(-5.219311e+02 4.147955e+01 4.192654e+02)	(2.527795e-02 2.998441e+00 -3.944119e+00)
1161          	(-5.219134e+02 4.440972e+01 4.154253e+02)	(-5.219387e+02 4.141125e+01 4.193696e+02)	(2.527071e-02 2.998467e+00 -3.944309e+00)
1162          	(-5.219211e+02 4.441130e+01 4.155184e+02)	(-5.219464e+02 4.141280e+01 4.194629e+02)	(2.525563e-02 2.998501e+00 -3.944479e+00)
1163          	(-5.219162e+02 4.406540e+01 4.157431e+02)	(-5.219415e+02 4.106683e+01 4.196877e+02)	(2.522976e-02 2.998565e+00 -3.944682e+00)
1164          	(-5.219278e+02 4.408440e+01 4.158925e+02)	(-5.219530e+02 4.108575e+01 4.198374e+02)	(2.519515e-02 2.998651e+00 -3.944873e+00)
1165          	(-5.219260e+02 4.399404e+01 4.160068e+02)	(-5.219511e+02 4.099528e+01 4.199519e+02)	(2.515337e-02 2.998751e+00 -3.945069e+00)
1166          	(-5.219200e+02 4.384022e+01 4.161459e+02)	(-5.219451e+02 4.084135e+01 4.200911e+02)	(2.510478e-02 2.998866e+00 -3.945268e+00)
1167          	(-5.219145e+02 4.365848e+01 4.163104e+02)	(-5.219395e+02 4.065948e+01 4.202558e+02)	(2.504910e-02 2.999000e+00 -3.945470e+00)
1168          	(-5.219064e+02 4.342850e+01 4.164811e+02)	(-5.219314e+02 4.042934e+01 4.204268e+02)	(2.498582e-02 2.999158e+00 -3.945688e+00)
1169          	(-5.219027e+02 4.328686e+01 4.166287e+02)	(-5.219276e+02 4.028756e+01 4.205746e+02)	(2.491875e-02 2.999299e+00 -3.945872e+00)
1170          	(-5.218997e+02 4.314185e+01 4.167784e+02)	(-5.219245e+02 4.014238e+01 4.207245e+02)	(2.484380e-02 2.999473e+00 -3.946081e+00)
1171          	(-5.218956e+02 4.297625e+01 4.169206e+02)	(-5.219203e+02 3.997659e+01 4.208669e+02)	(2.476255e-02 2.999663e+00 -3.946291e+00)
1172          	(-5.218882e+02 4.271129e+01 4.170894e+02)	(-5.219129e+02 3.971143e+01 4.210360e+02)	(2.467504e-02 2.999866e+00 -3.946512e+00)
1173          	(-5.218842e+02 4.261398e+01 4.172022e+02)	(-5.219088e+02 3.961392e+01 4.211489e+02)	(2.458379e-02 3.000060e+00 -3.946713e+00)
1174          	(-5.218777e+02 4.244343e+01 4.173540e+02)	(-5.219021e+02 3.944315e+01 4.213009e+02)	(2.448597e-02 3.000281e+00 -3.946932e+00)
1175          	(-5.218727e+02 4.218587e+01 4.175254e+02)	(-5.218971e+02 3.918537e+01 4.214725e+02)	(2.438388e-02 3.000507e+00 -3.947146e+00)
1176          	(-5.218747e+02 4.211681e+01 4.176097e+02)	(-5.218990e+02 3.911607e+01 4.215570e+02)	(2.427734e-02 3.000740e+00 -3.947361e+00)
1177          	(-5.218790e+02 4.197712e+01 4.177506e+02)	(-5.219031e+02 3.897613e+01 4.216982e+02)	(2.416615e-02 3.000982e+00 -3.947567e+00)
1178          	(-5.218860e+02 4.197733e+01 4.177956e+02)	(-5.219101e+02 3.897609e+01 4.217434e+02)	(2.405075e-02 3.001234e+00 -3.947766e+00)
1179          	(-5.218938e+02 4.188531e+01 4.179138e+02)	(-5.219177e+02 3.888381e+01 4.218618e+02)	(2.393026e-02 3.001506e+00 -3.947958e+00)
1180          	(-5.219008e+02 4.183907e+01 4.179794e+02)	(-5.219246e+02 3.883727e+01 4.219276e+02)	(2.380439e-02 3.001801e+00 -3.948154e+00)
1181          	(-5.219079e+02 4.173540e+01 4.181015e+02)	(-5.219316e+02 3.873332e+01 4.220498e+02)	(2.367616e-02 3.002084e+00 -3.948317e+00)
1182          	(-5.219159e+02 4.172106e+01 4.181694e+02)	(-5.219394e+02 3.871866e+01 4.221179e+02)	(2.354234e-02 3.002400e+00 -3.948494e+00)
1183          	(-5.219200e+02 4.156870e+01 4.183037e+02)	(-5.219434e+02 3.856598e+01 4.222524e+02)	(2.340507e-02 3.002726e+00 -3.948663e+00)
1184          	(-5.219316e+02 4.157955e+01 4.183319e+02)	(-5.219549e+02 3.857648e+01 4.222808e+02)	(2.326421e-02 3.003065e+00 -3.948831e+00)
1185          	(-5.219444e+02 4.154391e+01 4.184355e+02)	(-5.219676e+02 3.854053e+01 4.223845e+02)	(2.312251e-02 3.003379e+00 -3.948962e+00)
1186          	(-5.219593e+02 4.159576e+01 4.184703e+02)	(-5.219823e+02 3.859205e+01 4.224194e+02)	(2.297643e-02 3.003715e+00 -3.949105e+00)
1187          	(-5.219712e+02 4.162410e+01 4.185078e+02)	(-5.219940e+02 3.862004e+01 4.224571e+02)	(2.282696e-02 3.004060e+00 -3.949242e+00)
1188          	(-5.219802e+02 4.158109e+01 4.185630e+02)	(-5.220029e+02 3.857668e+01 4.225124e+02)	(2.267429e-02 3.004417e+00 -3.949388e+00)
1189          	(-5.219939e+02 4.164016e+01 4.185904e+02)	(-5.220165e+02 3.863540e+01 4.225399e+02)	(2.252156e-02 3.004755e+00 -3.949512e+00)
1190          	(-5.220068e+02 4.165119e+01 4.186391e+02)	(-5.220292e+02 3.864608e+01 4.225887e+02)	(2.236666e-02 3.005112e+00 -3.949656e+00)
1191          	(-5.220199e+02 4.170088e+01 4.186479e+02)	(-5.220422e+02 3.869541e+01 4.225977e+02)	(2.221035e-02 3.005475e+00 -3.949803e+00)
1192          	(-5.220286e+02 4.164777e+01 4.187019e+02)	(-5.220507e+02 3.864193e+01 4.226519e+02)	(2.205367e-02 3.005847e+00 -3.949967e+00)
1193          	(-5.220370e+02 4.164131e+01 4.187432e+02)	(-5.220589e+02 3.863511e+01 4.226933e+02)	(2.190055e-02 3.006191e+00 -3.950114e+00)
1194          	(-5.220440e+02 4.164135e+01 4.187800e+02)	(-5.220657e+02 3.863480e+01 4.227303e+02)	(2.174810e-02 3.006552e+00 -3.950284e+00)
1195          	(-5.220495e+02 4.163196e+01 4.188015e+02)	(-5.220711e+02 3.862504e+01 4.227519e+02)	(2.159765e-02 3.006915e+00 -3.950458e+00)
1196          	(-5.220498e+02 4.155760e+01 4.188218e+02)	(-5.220712e+02 3.855032e+01 4.227725e+02)	(2.144898e-02 3.007281e+00 -3.950649e+00)
1197          	(-5.220508e+02 4.150360e+01 4.188564e+02)	(-5.220721e+02 3.849598e+01 4.228072e+02)	(2.130488e-02 3.007618e+00 -3.950825e+00)
1198          	(-5.220533e+02 4.145153e+01 4.188964e+02)	(-5.220745e+02 3.844357e+01 4.228474e+02)	(2.116266e-02 3.007962e+00 -3.951024e+00)
1199          	(-5.220544e+02 4.137996e+01 4.189239e+02)	(-5.220754e+02 3.837166e+01 4.228751e+02)	(2.102335e-02 3.008300e+00 -3.951228e+00)
1200          	(-5.220535e+02 4.126826e+01 4.189618e+02)	(-5.220744e+02 3.825962e+01 4.229133e+02)	(2.088657e-02 3.008638e+00 -3.951450e+00)
1201          	(-5.220562e+02 4.122645e+01 4.189940e+02)	(-5.220770e+02 3.821750e+01 4.229456e+02)	(2.075505e-02 3.008944e+00 -3.951656e+00)
1202          	(-5.220594e+02 4.120640e+01 4.190019e+02)	(-5.220801e+02 3.819714e+01 4.229537e+02)	(2.062553e-02 3.009260e+00 -3.951881e+00)
1203          	(-5.220600e+02 4.113209e+01 4.190172e+02)	(-5.220805e+02 3.812252e+01 4.229693e+02)	(2.049940e-02 3.009568e+00 -3.952107e+00)
1204          	(-5.220591e+02 4.105414e+01 4.190174e+02)	(-5.220795e+02 3.804427e+01 4.229698e+02)	(2.037651e-02 3.009871e+00 -3.952346e+00)
1205          	(-5.220603e+02 4.098933e+01 4.190322e+02)	(-5.220806e+02 3.797920e+01 4.229848e+02)	(2.025943e-02 3.010136e+00 -3.952567e+00)
1206          	(-5.220630e+02 4.093271e+01 4.190388e+02)	(-5.220831e+02 3.792231e+01 4.229916e+02)	(2.014524e-02 3.010402e+00 -3.952805e+00)
1207          	(-5.220647e+02 4.090318e+01 4.190214e+02)	(-5.220848e+02 3.789252e+01 4.229744e+02)	(2.003533e-02 3.010655e+00 -3.953045e+00)
1208          	(-5.220646e+02 4.079456e+01 4.190299e+02)	(-5.220846e+02 3.778366e+01 4.229832e+02)	(1.992913e-02 3.010900e+00 -3.953298e+00)
1209          	(-5.220688e+02 4.080288e+01 4.189980e+02)	(-5.220886e+02 3.779178e+01 4.229516e+02)	(1.982908e-02 3.011107e+00 -3.953538e+00)
1210          	(-5.220810e+02 4.081973e+01 4.189723e+02)	(-5.221007e+02 3.780841e+01 4.229261e+02)	(1.973091e-02 3.011321e+00 -3.953796e+00)
1211          	(-5.220921e+02 4.084754e+01 4.189220e+02)	(-5.221117e+02 3.783601e+01 4.228761e+02)	(1.963541e-02 3.011532e+00 -3.954055e+00)
1212          	(-5.221054e+02 4.083939e+01 4.188739e+02)	(-5.221250e+02 3.782765e+01 4.228283e+02)	(1.954206e-02 3.011745e+00 -3.954322e+00)
1213          	(-5.221232e+02 4.096682e+01 4.188013e+02)	(-5.221426e+02 3.795488e+01 4.227559e+02)	(1.945331e-02 3.011935e+00 -3.954569e+00)
1214          	(-5.221487e+02 4.109863e+01 4.187224e+02)	(-5.221681e+02 3.808649e+01 4.226772e+02)	(1.936510e-02 3.012142e+00 -3.954823e+00)
1215          	(-5.221773e+02 4.130026e+01 4.186071e+02)	(-5.221965e+02 3.828791e+01 4.225622e+02)	(1.927863e-02 3.012355e+00 -3.955068e+00)
1216          	(-5.222011e+02 4.142602e+01 4.185126e+02)	(-5.222203e+02 3.841344e+01 4.224679e+02)	(1.919302e-02 3.012583e+00 -3.955313e+00)
1217          	(-5.222316e+02 4.164498e+01 4.184049e+02)	(-5.222507e+02 3.863219e+01 4.223605e+02)	(1.911169e-02 3.012785e+00 -3.955531e+00)
1218          	(-5.222498e+02 4.177607e+01 4.183183e+02)	(-5.222689e+02 3.876307e+01 4.222740e+02)	(1.903282e-02 3.012991e+00 -3.955757e+00)
1219          	(-5.222744e+02 4.192347e+01 4.182235e+02)	(-5.222934e+02 3.891028e+01 4.221794e+02)	(1.895710e-02 3.013188e+00 -3.955978e+00)
1220          	(-5.222983e+02 4.204008e+01 4.181344e+02)	(-5.223172e+02 3.902670e+01 4.220906e+02)	(1.888366e-02 3.013383e+00 -3.956206e+00)
1221          	(-5.223265e+02 4.222919e+01 4.180271e+02)	(-5.223453e+02 3.921564e+01 4.219835e+02)	(1.881419e-02 3.013551e+00 -3.956416e+00)
1222          	(-5.223534e+02 4.242223e+01 4.179234e+02)	(-5.223721e+02 3.940849e+01 4.218800e+02)	(1.874574e-02 3.013732e+00 -3.956639e+00)
1223          	(-5.223771e+02 4.257193e+01 4.178316e+02)	(-5.223958e+02 3.955802e+01 4.217884e+02)	(1.867955e-02 3.013911e+00 -3.956863e+00)
1224          	(-5.223960e+02 4.267137e+01 4.177391e+02)	(-5.224146e+02 3.965727e+01 4.216962e+02)	(1.861510e-02 3.014094e+00 -3.957097e+00)
1225          	(-5.224170e+02 4.281263e+01 4.176503e+02)	(-5.224355e+02 3.979838e+01 4.216076e+02)	(1.855472e-02 3.014251e+00 -3.957314e+00)
1226          	(-5.224375e+02 4.295048e+01 4.175604e+02)	(-5.224560e+02 3.993606e+01 4.215179e+02)	(1.849530e-02 3.014421e+00 -3.957546e+00)
1227          	(-5.224544e+02 4.304776e+01 4.174817e+02)	(-5.224729e+02 4.003317e+01 4.214395e+02)	(1.843807e-02 3.014592e+00 -3.957778e+00)
1228          	(-5.224658e+02 4.307929e+01 4.174090e+02)	(-5.224842e+02 4.006453e+01 4.213670e+02)	(1.838279e-02 3.014764e+00 -3.958018e+00)
1229          	(-5.224754e+02 4.312130e+01 4.173473e+02)	(-5.224938e+02 4.010639e+01 4.213055e+02)	(1.833176e-02 3.014910e+00 -3.958243e+00)
1230          	(-5.224853e+02 4.317380e+01 4.172849e+02)	(-5.225036e+02 4.015873e+01 4.212434e+02)	(1.828276e-02 3.015064e+00 -3.958480e+00)
1231          	(-5.224936e+02 4.320378e+01 4.172175e+02)	(-5.225118e+02 4.018857e+01 4.211762e+02)	(1.823656e-02 3.015214e+00 -3.958713e+00)
1232          	(-5.224997e+02 4.320685e+01 4.171543e+02)	(-5.225179e+02 4.019149e+01 4.211132e+02)	(1.819258e-02 3.015367e+00 -3.958955e+00)
1233          	(-5.225081e+02 4.326037e+01 4.170809e+02)	(-5.225262e+02 4.024487e+01 4.210401e+02)	(1.815316e-02 3.015492e+00 -3.959179e+00)
1234          	(-5.225143e+02 4.329391e+01 4.170230e+02)	(-5.225324e+02 4.027828e+01 4.209825e+02)	(1.811625e-02 3.015622e+00 -3.959413e+00)
1235          	(-5.225125e+02 4.324602e+01 4.170032e+02)	(-5.225306e+02 4.023027e+01 4.209629e+02)	(1.808494e-02 3.015744e+00 -3.959646e+00)
1236          	(-5.224831e+02 4.308768e+01 4.170190e+02)	(-5.225012e+02 4.007180e+01 4.209788e+02)	(1.806045e-02 3.015876e+00 -3.959888e+00)
1237          	(-5.224572e+02 4.304843e+01 4.169844e+02)	(-5.224752e+02 4.003245e+01 4.209445e+02)	(1.804516e-02 3.015987e+00 -3.960107e+00)
1238          	(-5.224447e+02 4.312661e+01 4.168731e+02)	(-5.224627e+02 4.011052e+01 4.208334e+02)	(1.803301e-02 3.016094e+00 -3.960333e+00)
1239          	(-5.224542e+02 4.317737e+01 4.167879e+02)	(-5.224722e+02 4.016118e+01 4.207485e+02)	(1.802324e-02 3.016185e+00 -3.960548e+00)
1240          	(-5.224730e+02 4.320232e+01 4.167113e+02)	(-5.224910e+02 4.018605e+01 4.206720e+02)	(1.801453e-02 3.016269e+00 -3.960764e+00)
1241          	(-5.224903e+02 4.324356e+01 4.166557e+02)	(-5.225084e+02 4.022724e+01 4.206167e+02)	(1.800934e-02 3.016317e+00 -3.960959e+00)
1242          	(-5.225038e+02 4.328855e+01 4.166088e+02)	(-5.225218e+02 4.027218e+01 4.205700e+02)	(1.800468e-02 3.016374e+00 -3.961168e+00)
1243          	(-5.225128e+02 4.331864e+01 4.165432e+02)	(-5.225308e+02 4.030222e+01 4.205046e+02)	(1.800181e-02 3.016428e+00 -3.961369e+00)
1244          	(-5.225227e+02 4.334730e+01 4.164695e+02)	(-5.225407e+02 4.033081e+01 4.204311e+02)	(1.799992e-02 3.016492e+00 -3.961565e+00)
1245          	(-5.225437e+02 4.348202e+01 4.163883e+02)	(-5.225617e+02 4.046548e+01 4.203501e+02)	(1.800022e-02 3.016546e+00 -3.961736e+00)
1246          	(-5.225717e+02 4.368603e+01 4.162835e+02)	(-5.225897e+02 4.066940e+01 4.202454e+02)	(1.799964e-02 3.016628e+00 -3.961905e+00)
1247          	(-5.225983e+02 4.386934e+01 4.161786e+02)	(-5.226163e+02 4.085262e+01 4.201406e+02)	(1.799912e-02 3.016725e+00 -3.962057e+00)
1248          	(-5.226189e+02 4.396615e+01 4.160887e+02)	(-5.226369e+02 4.094934e+01 4.200509e+02)	(1.800078e-02 3.016815e+00 -3.962203e+00)
1249          	(-5.226450e+02 4.414620e+01 4.159998e+02)	(-5.226630e+02 4.112933e+01 4.199622e+02)	(1.800628e-02 3.016877e+00 -3.962320e+00)
1250          	(-5.226771e+02 4.439138e+01 4.158935e+02)	(-5.226952e+02 4.137443e+01 4.198559e+02)	(1.801226e-02 3.016952e+00 -3.962439e+00)
1251          	(-5.227084e+02 4.461186e+01 4.157906e+02)	(-5.227264e+02 4.159482e+01 4.197531e+02)	(1.801920e-02 3.017033e+00 -3.962551e+00)
1252          	(-5.227328e+02 4.474569e+01 4.157012e+02)	(-5.227508e+02 4.172856e+01 4.196638e+02)	(1.802673e-02 3.017123e+00 -3.962665e+00)
1253          	(-5.227551e+02 4.488498e+01 4.156318e+02)	(-5.227731e+02 4.186778e+01 4.195946e+02)	(1.803639e-02 3.017198e+00 -3.962771e+00)
1254          	(-5.227713e+02 4.498263e+01 4.155708e+02)	(-5.227894e+02 4.196534e+01 4.195337e+02)	(1.804464e-02 3.017287e+00 -3.962898e+00)
1255          	(-5.227788e+02 4.497680e+01 4.155466e+02)	(-5.227968e+02 4.195942e+01 4.195096e+02)	(1.805420e-02 3.017383e+00 -3.963023e+00)
1256          	(-5.227946e+02 4.504209e+01 4.154900e+02)	(-5.228127e+02 4.202460e+01 4.194532e+02)	(1.806469e-02 3.017487e+00 -3.963144e+00)
1257          	(-5.228110e+02 4.511385e+01 4.154470e+02)	(-5.228291e+02 4.209628e+01 4.194102e+02)	(1.807815e-02 3.017569e+00 -3.963242e+00)
1258          	(-5.228235e+02 4.515836e+01 4.154131e+02)	(-5.228416e+02 4.214069e+01 4.193764e+02)	(1.809196e-02 3.017665e+00 -3.963345e+00)
1259          	(-5.228320e+02 4.516889e+01 4.153877e+02)	(-5.228501e+02 4.215113e+01 4.193512e+02)	(1.810725e-02 3.017762e+00 -3.963439e+00)
1260          	(-5.228359e+02 4.512744e+01 4.153616e+02)	(-5.228540e+02 4.210958e+01 4.193251e+02)	(1.812397e-02 3.017863e+00 -3.963533e+00)
1261          	(-5.228407e+02 4.511544e+01 4.153437e+02)	(-5.228589e+02 4.209750e+01 4.193074e+02)	(1.814394e-02 3.017940e+00 -3.963611e+00)
1262          	(-5.228470e+02 4.512340e+01 4.153160e+02)	(-5.228652e+02 4.210537e+01 4.192797e+02)	(1.816471e-02 3.018024e+00 -3.963700e+00)
1263          	(-5.228571e+02 4.514638e+01 4.152801e+02)	(-5.228753e+02 4.212828e+01 4.192438e+02)	(1.818682e-02 3.018107e+00 -3.963786e+00)
1264          	(-5.228593e+02 4.506785e+01 4.152623e+02)	(-5.228775e+02 4.204966e+01 4.192262e+02)	(1.821000e-02 3.018191e+00 -3.963876e+00)
1265          	(-5.228614e+02 4.503415e+01 4.152428e+02)	(-5.228796e+02 4.201590e+01 4.192068e+02)	(1.823619e-02 3.018250e+00 -3.963948e+00)
1266          	(-5.228655e+02 4.503945e+01 4.152148e+02)	(-5.228838e+02 4.202113e+01 4.191788e+02)	(1.826293e-02 3.018318e+00 -3.964024e+00)
1267          	(-5.228688e+02 4.501732e+01 4.151922e+02)	(-5.228871e+02 4.199894e+01 4.191563e+02)	(1.829110e-02 3.018383e+00 -3.964093e+00)
1268          	(-5.228684e+02 4.492170e+01 4.151862e+02)	(-5.228867e+02 4.190326e+01 4.191504e+02)	(1.832060e-02 3.018447e+00 -3.964161e+00)
1269          	(-5.228720e+02 4.489179e+01 4.151785e+02)	(-5.228904e+02 4.187330e+01 4.191427e+02)	(1.835307e-02 3.018488e+00 -3.964207e+00)
1270          	(-5.228764e+02 4.488208e+01 4.151604e+02)	(-5.228948e+02 4.186354e+01 4.191247e+02)	(1.838604e-02 3.018537e+00 -3.964256e+00)
1271          	(-5.228817e+02 4.486153e+01 4.151427e+02)	(-5.229001e+02 4.184294e+01 4.191070e+02)	(1.842018e-02 3.018587e+00 -3.964294e+00)
1272          	(-5.228872e+02 4.481290e+01 4.151242e+02)	(-5.229056e+02 4.179427e+01 4.190885e+02)	(1.845468e-02 3.018639e+00 -3.964325e+00)
1273          	(-5.228975e+02 4.485612e+01 4.150544e+02)	(-5.229160e+02 4.183745e+01 4.190187e+02)	(1.849184e-02 3.018672e+00 -3.964309e+00)
1274          	(-5.229055e+02 4.528814e+01 4.138961e+02)	(-5.229240e+02 4.226956e+01 4.178600e+02)	(1.853824e-02 3.018579e+00 -3.963827e+00)
1275          	(-5.229019e+02 4.536109e+01 4.143858e+02)	(-5.229205e+02 4.234253e+01 4.183493e+02)	(1.858131e-02 3.018559e+00 -3.963513e+00)
1276          	(-5.229146e+02 4.538269e+01 4.144600e+02)	(-5.229332e+02 4.236411e+01 4.184233e+02)	(1.862217e-02 3.018574e+00 -3.963268e+00)
1277          	(-5.229328e+02 4.545216e+01 4.144627e+02)	(-5.229515e+02 4.243356e+01 4.184257e+02)	(1.866292e-02 3.018595e+00 -3.963046e+00)
1278          	(-5.229488e+02 4.551710e+01 4.144389e+02)	(-5.229675e+02 4.249847e+01 4.184018e+02)	(1.870444e-02 3.018630e+00 -3.962850e+00)
1279          	(-5.229663e+02 4.560428e+01 4.143973e+02)	(-5.229850e+02 4.258561e+01 4.183599e+02)	(1.874775e-02 3.018671e+00 -3.962664e+00)
1280          	(-5.229829e+02 4.565306e+01 4.143587e+02)	(-5.230017e+02 4.263434e+01 4.183212e+02)	(1.879270e-02 3.018723e+00 -3.962495e+00)
1281          	(-5.230019e+02 4.574416e+01 4.143247e+02)	(-5.230208e+02 4.272539e+01 4.182870e+02)	(1.884103e-02 3.018764e+00 -3.962321e+00)
1282          	(-5.230190e+02 4.581991e+01 4.142981e+02)	(-5.230379e+02 4.280108e+01 4.182603e+02)	(1.889047e-02 3.018825e+00 -3.962163e+00)
1283          	(-5.230334e+02 4.584622e+01 4.142874e+02)	(-5.230524e+02 4.282732e+01 4.182494e+02)	(1.894338e-02 3.018897e+00 -3.962007e+00)
1284          	(-5.230436e+02 4.575735e+01 4.143207e+02)	(-5.230626e+02 4.273838e+01 4.182825e+02)	(1.900358e-02 3.018975e+00 -3.961856e+00)
1285          	(-5.230545e+02 4.566708e+01 4.143845e+02)	(-5.230736e+02 4.264804e+01 4.183462e+02)	(1.907623e-02 3.019040e+00 -3.961692e+00)
1286          	(-5.230679e+02 4.553537e+01 4.144722e+02)	(-5.230871e+02 4.251624e+01 4.184337e+02)	(1.916226e-02 3.019126e+00 -3.961546e+00)
1287          	(-5.230947e+02 4.535586e+01 4.145812e+02)	(-5.231139e+02 4.233663e+01 4.185426e+02)	(1.926289e-02 3.019234e+00 -3.961414e+00)
1288          	(-5.231280e+02 4.514874e+01 4.146876e+02)	(-5.231474e+02 4.212936e+01 4.186490e+02)	(1.937802e-02 3.019377e+00 -3.961312e+00)
1289          	(-5.231676e+02 4.486506e+01 4.148757e+02)	(-5.231871e+02 4.184550e+01 4.188369e+02)	(1.950254e-02 3.019567e+00 -3.961263e+00)
1290          	(-5.232046e+02 4.463728e+01 4.150224e+02)	(-5.232243e+02 4.161747e+01 4.189837e+02)	(1.963946e-02 3.019810e+00 -3.961283e+00)
1291          	(-5.232141e+02 4.434952e+01 4.151733e+02)	(-5.232338e+02 4.132948e+01 4.191346e+02)	(1.977599e-02 3.020042e+00 -3.961295e+00)
1292          	(-5.232172e+02 4.418754e+01 4.152472e+02)	(-5.232371e+02 4.116729e+01 4.192085e+02)	(1.991402e-02 3.020251e+00 -3.961286e+00)
1293          	(-5.232202e+02 4.401430e+01 4.153580e+02)	(-5.232402e+02 4.099387e+01 4.193193e+02)	(2.005746e-02 3.020434e+00 -3.961257e+00)
